cohort,schoolid_ulcs,schoolname,sector,rate_type,group,subgroup,denom,num,score,fscore
2014-2015,1050,Paul Robeson High School for Human Services,District,5-Year Graduation Rate,Ethnicity,Black/African American,81,76,93.83,93.83
2014-2015,1050,Paul Robeson High School for Human Services,District,5-Year Graduation Rate,Gender,Female,49,47,95.92,95.92
2014-2015,1050,Paul Robeson High School for Human Services,District,5-Year Graduation Rate,Gender,Male,37,34,91.89,91.89
2014-2015,1050,Paul Robeson High School for Human Services,District,5-Year Graduation Rate,IEP,Does Not Have IEP,72,68,94.44,94.44
2014-2015,1050,Paul Robeson High School for Human Services,District,5-Year Graduation Rate,IEP,Has IEP,14,13,92.86,92.86
2014-2015,1050,Paul Robeson High School for Human Services,District,6-Year Graduation Rate,All Students,All Students,84,81,96.43,96.43
2014-2015,1050,Paul Robeson High School for Human Services,District,6-Year Graduation Rate,Economically Disadvantaged,Economically Disadvantaged,60,58,96.67,96.67
2014-2015,1050,Paul Robeson High School for Human Services,District,6-Year Graduation Rate,Economically Disadvantaged,Not Economically Disadvantaged,24,23,95.83,95.83
2014-2015,1050,Paul Robeson High School for Human Services,District,6-Year Graduation Rate,Ethnicity,Black/African American,79,76,96.2,96.2
2014-2015,1050,Paul Robeson High School for Human Services,District,6-Year Graduation Rate,Gender,Female,48,47,97.92,97.92
2014-2015,1050,Paul Robeson High School for Human Services,District,6-Year Graduation Rate,Gender,Male,36,34,94.44,94.44
2014-2015,1050,Paul Robeson High School for Human Services,District,6-Year Graduation Rate,IEP,Does Not Have IEP,71,68,95.77,95.77
2014-2015,1050,Paul Robeson High School for Human Services,District,6-Year Graduation Rate,IEP,Has IEP,13,13,100,100.0
2014-2015,1100,William L. Sayre High School,District,4-Year Graduation Rate,All Students,All Students,136,67,49.26,49.26
2014-2015,1100,William L. Sayre High School,District,4-Year Graduation Rate,Economically Disadvantaged,Economically Disadvantaged,102,46,45.1,45.1
2014-2015,1100,William L. Sayre High School,District,4-Year Graduation Rate,Economically Disadvantaged,Not Economically Disadvantaged,34,21,61.76,61.76
2014-2015,1100,William L. Sayre High School,District,4-Year Graduation Rate,Ethnicity,Black/African American,128,65,50.78,50.78
2014-2015,1100,William L. Sayre High School,District,4-Year Graduation Rate,Gender,Female,65,40,61.54,61.54
2014-2015,1100,William L. Sayre High School,District,4-Year Graduation Rate,Gender,Male,71,27,38.03,38.03
2014-2015,1100,William L. Sayre High School,District,4-Year Graduation Rate,IEP,Does Not Have IEP,101,51,50.5,50.5
2014-2015,1100,William L. Sayre High School,District,4-Year Graduation Rate,IEP,Has IEP,35,16,45.71,45.71
2014-2015,1100,William L. Sayre High School,District,5-Year Graduation Rate,All Students,All Students,121,73,60.33,60.33
2014-2015,1100,William L. Sayre High School,District,5-Year Graduation Rate,Economically Disadvantaged,Economically Disadvantaged,90,50,55.56,55.56
2014-2015,1100,William L. Sayre High School,District,5-Year Graduation Rate,Economically Disadvantaged,Not Economically Disadvantaged,31,23,74.19,74.19
2014-2015,1100,William L. Sayre High School,District,5-Year Graduation Rate,Ethnicity,Black/African American,114,71,62.28,62.28
2014-2015,1100,William L. Sayre High School,District,5-Year Graduation Rate,Gender,Female,61,43,70.49,70.49
2014-2015,1100,William L. Sayre High School,District,5-Year Graduation Rate,Gender,Male,60,30,50,50.0
2014-2015,1100,William L. Sayre High School,District,5-Year Graduation Rate,IEP,Does Not Have IEP,89,55,61.8,61.8
2014-2015,1100,William L. Sayre High School,District,5-Year Graduation Rate,IEP,Has IEP,32,18,56.25,56.25
2014-2015,1100,William L. Sayre High School,District,6-Year Graduation Rate,All Students,All Students,117,75,64.1,64.1
2014-2015,1100,William L. Sayre High School,District,6-Year Graduation Rate,Economically Disadvantaged,Economically Disadvantaged,86,52,60.47,60.47
2014-2015,1100,William L. Sayre High School,District,6-Year Graduation Rate,Economically Disadvantaged,Not Economically Disadvantaged,31,23,74.19,74.19
2014-2015,1100,William L. Sayre High School,District,6-Year Graduation Rate,Ethnicity,Black/African American,112,73,65.18,65.18
2014-2015,1100,William L. Sayre High School,District,6-Year Graduation Rate,Gender,Female,59,44,74.58,74.58
2014-2015,1100,William L. Sayre High School,District,6-Year Graduation Rate,Gender,Male,58,31,53.45,53.45
2014-2015,1100,William L. Sayre High School,District,6-Year Graduation Rate,IEP,Does Not Have IEP,86,56,65.12,65.12
2014-2015,1100,William L. Sayre High School,District,6-Year Graduation Rate,IEP,Has IEP,31,19,61.29,61.29
2014-2015,1190,Motivation High School,District,4-Year Graduation Rate,All Students,All Students,98,81,82.65,82.65
2014-2015,1190,Motivation High School,District,4-Year Graduation Rate,Economically Disadvantaged,Economically Disadvantaged,66,53,80.3,80.3
2014-2015,1190,Motivation High School,District,4-Year Graduation Rate,Economically Disadvantaged,Not Economically Disadvantaged,32,28,87.5,87.5
2014-2015,1190,Motivation High School,District,4-Year Graduation Rate,ELL,EL,12,11,91.67,91.67
2014-2015,1190,Motivation High School,District,4-Year Graduation Rate,ELL,Non-EL,86,70,81.4,81.4
2014-2015,1190,Motivation High School,District,4-Year Graduation Rate,Ethnicity,Black/African American,92,75,81.52,81.52
2014-2015,1190,Motivation High School,District,4-Year Graduation Rate,Gender,Female,43,38,88.37,88.37
2014-2015,1190,Motivation High School,District,4-Year Graduation Rate,Gender,Male,55,43,78.18,78.18
2014-2015,1190,Motivation High School,District,4-Year Graduation Rate,IEP,Does Not Have IEP,87,72,82.76,82.76
2014-2015,1190,Motivation High School,District,4-Year Graduation Rate,IEP,Has IEP,11,9,81.82,81.82
2014-2015,1190,Motivation High School,District,5-Year Graduation Rate,All Students,All Students,98,85,86.73,86.73
2014-2015,1190,Motivation High School,District,5-Year Graduation Rate,Economically Disadvantaged,Economically Disadvantaged,65,56,86.15,86.15
2014-2015,1190,Motivation High School,District,5-Year Graduation Rate,Economically Disadvantaged,Not Economically Disadvantaged,33,29,87.88,87.88
2014-2015,1190,Motivation High School,District,5-Year Graduation Rate,ELL,EL,12,12,100,100.0
2014-2015,1190,Motivation High School,District,5-Year Graduation Rate,ELL,Non-EL,86,73,84.88,84.88
2014-2015,1190,Motivation High School,District,5-Year Graduation Rate,Ethnicity,Black/African American,91,79,86.81,86.81
2014-2015,1190,Motivation High School,District,5-Year Graduation Rate,Gender,Female,44,39,88.64,88.64
2014-2015,1190,Motivation High School,District,5-Year Graduation Rate,Gender,Male,54,46,85.19,85.19
2014-2015,1190,Motivation High School,District,5-Year Graduation Rate,IEP,Does Not Have IEP,87,75,86.21,86.21
2014-2015,1190,Motivation High School,District,5-Year Graduation Rate,IEP,Has IEP,11,10,90.91,90.91
2014-2015,1190,Motivation High School,District,6-Year Graduation Rate,All Students,All Students,96,86,89.58,89.58
2014-2015,1190,Motivation High School,District,6-Year Graduation Rate,Economically Disadvantaged,Economically Disadvantaged,63,57,90.48,90.48
2014-2015,1190,Motivation High School,District,6-Year Graduation Rate,Economically Disadvantaged,Not Economically Disadvantaged,33,29,87.88,87.88
2014-2015,1190,Motivation High School,District,6-Year Graduation Rate,ELL,EL,12,12,100,100.0
2014-2015,1190,Motivation High School,District,6-Year Graduation Rate,ELL,Non-EL,84,74,88.1,88.1
2014-2015,1190,Motivation High School,District,6-Year Graduation Rate,Ethnicity,Black/African American,89,80,89.89,89.89
2014-2015,1190,Motivation High School,District,6-Year Graduation Rate,Gender,Female,43,39,90.7,90.7
2014-2015,1190,Motivation High School,District,6-Year Graduation Rate,Gender,Male,53,47,88.68,88.68
2014-2015,1190,Motivation High School,District,6-Year Graduation Rate,IEP,Does Not Have IEP,85,76,89.41,89.41
2014-2015,1190,Motivation High School,District,6-Year Graduation Rate,IEP,Has IEP,11,10,90.91,90.91
2014-2015,2000,South Philadelphia High School,District,4-Year Graduation Rate,All Students,All Students,135,72,53.33,53.33
2014-2015,2000,South Philadelphia High School,District,4-Year Graduation Rate,Economically Disadvantaged,Economically Disadvantaged,90,48,53.33,53.33
2014-2015,2000,South Philadelphia High School,District,4-Year Graduation Rate,Economically Disadvantaged,Not Economically Disadvantaged,45,24,53.33,53.33
2014-2015,2000,South Philadelphia High School,District,4-Year Graduation Rate,ELL,EL,34,20,58.82,58.82
2014-2015,2000,South Philadelphia High School,District,4-Year Graduation Rate,ELL,Non-EL,101,52,51.49,51.49
2014-2015,2000,South Philadelphia High School,District,4-Year Graduation Rate,Ethnicity,Asian,23,14,60.87,60.87
2014-2015,2000,South Philadelphia High School,District,4-Year Graduation Rate,Ethnicity,Black/African American,60,39,65,65.0
2014-2015,2000,South Philadelphia High School,District,4-Year Graduation Rate,Ethnicity,White,26,7,26.92,26.92
2014-2015,2000,South Philadelphia High School,District,4-Year Graduation Rate,Gender,Female,52,33,63.46,63.46
2014-2015,2000,South Philadelphia High School,District,4-Year Graduation Rate,Gender,Male,83,39,46.99,46.99
2014-2015,2000,South Philadelphia High School,District,4-Year Graduation Rate,IEP,Does Not Have IEP,91,56,61.54,61.54
2014-2015,2000,South Philadelphia High School,District,4-Year Graduation Rate,IEP,Has IEP,44,16,36.36,36.36
2014-2015,2000,South Philadelphia High School,District,5-Year Graduation Rate,All Students,All Students,133,76,57.14,57.14
2014-2015,2000,South Philadelphia High School,District,5-Year Graduation Rate,Economically Disadvantaged,Economically Disadvantaged,91,51,56.04,56.04
2014-2015,2000,South Philadelphia High School,District,5-Year Graduation Rate,Economically Disadvantaged,Not Economically Disadvantaged,42,25,59.52,59.52
2014-2015,2000,South Philadelphia High School,District,5-Year Graduation Rate,ELL,EL,33,21,63.64,63.64
2014-2015,2000,South Philadelphia High School,District,5-Year Graduation Rate,ELL,Non-EL,100,55,55,55.0
2014-2015,2000,South Philadelphia High School,District,5-Year Graduation Rate,Ethnicity,Asian,24,15,62.5,62.5
2014-2015,2000,South Philadelphia High School,District,5-Year Graduation Rate,Ethnicity,Black/African American,59,40,67.8,67.8
2014-2015,2000,South Philadelphia High School,District,5-Year Graduation Rate,Ethnicity,White,25,9,36,36.0
2014-2015,2000,South Philadelphia High School,District,5-Year Graduation Rate,Gender,Female,49,33,67.35,67.35
2014-2015,2000,South Philadelphia High School,District,5-Year Graduation Rate,Gender,Male,84,43,51.19,51.19
2014-2015,2000,South Philadelphia High School,District,5-Year Graduation Rate,IEP,Does Not Have IEP,89,57,64.04,64.04
2014-2015,2000,South Philadelphia High School,District,5-Year Graduation Rate,IEP,Has IEP,44,19,43.18,43.18
2014-2015,2000,South Philadelphia High School,District,6-Year Graduation Rate,All Students,All Students,130,79,60.77,60.77
2014-2015,2000,South Philadelphia High School,District,6-Year Graduation Rate,Economically Disadvantaged,Economically Disadvantaged,88,52,59.09,59.09
2014-2015,2000,South Philadelphia High School,District,6-Year Graduation Rate,Economically Disadvantaged,Not Economically Disadvantaged,42,27,64.29,64.29
2014-2015,2000,South Philadelphia High School,District,6-Year Graduation Rate,ELL,EL,33,22,66.67,66.67
2014-2015,2000,South Philadelphia High School,District,6-Year Graduation Rate,ELL,Non-EL,97,57,58.76,58.76
2014-2015,2000,South Philadelphia High School,District,6-Year Graduation Rate,Ethnicity,Asian,24,16,66.67,66.67
2014-2015,2000,South Philadelphia High School,District,6-Year Graduation Rate,Ethnicity,Black/African American,58,39,67.24,67.24
2014-2015,2000,South Philadelphia High School,District,6-Year Graduation Rate,Ethnicity,White,23,11,47.83,47.83
2014-2015,2000,South Philadelphia High School,District,6-Year Graduation Rate,Gender,Female,49,33,67.35,67.35
2014-2015,2000,South Philadelphia High School,District,6-Year Graduation Rate,Gender,Male,81,46,56.79,56.79
2014-2015,2000,South Philadelphia High School,District,6-Year Graduation Rate,IEP,Does Not Have IEP,89,57,64.04,64.04
2014-2015,2000,South Philadelphia High School,District,6-Year Graduation Rate,IEP,Has IEP,41,22,53.66,53.66
2014-2015,2010,Benjamin Franklin High School,District,4-Year Graduation Rate,All Students,All Students,136,80,58.82,58.82
2014-2015,2010,Benjamin Franklin High School,District,4-Year Graduation Rate,Economically Disadvantaged,Economically Disadvantaged,97,60,61.86,61.86
2014-2015,2010,Benjamin Franklin High School,District,4-Year Graduation Rate,Economically Disadvantaged,Not Economically Disadvantaged,39,20,51.28,51.28
2014-2015,2010,Benjamin Franklin High School,District,4-Year Graduation Rate,ELL,EL,17,8,47.06,47.06
2014-2015,2010,Benjamin Franklin High School,District,4-Year Graduation Rate,ELL,Non-EL,119,72,60.5,60.5
2014-2015,2010,Benjamin Franklin High School,District,4-Year Graduation Rate,Ethnicity,Black/African American,113,71,62.83,62.83
2014-2015,2010,Benjamin Franklin High School,District,4-Year Graduation Rate,Gender,Female,57,36,63.16,63.16
2014-2015,2010,Benjamin Franklin High School,District,4-Year Graduation Rate,Gender,Male,79,44,55.7,55.7
2014-2015,2010,Benjamin Franklin High School,District,4-Year Graduation Rate,IEP,Does Not Have IEP,95,64,67.37,67.37
2014-2015,2010,Benjamin Franklin High School,District,4-Year Graduation Rate,IEP,Has IEP,41,16,39.02,39.02
2014-2015,2010,Benjamin Franklin High School,District,5-Year Graduation Rate,All Students,All Students,133,86,64.66,64.66
2014-2015,2010,Benjamin Franklin High School,District,5-Year Graduation Rate,Economically Disadvantaged,Economically Disadvantaged,95,66,69.47,69.47
2014-2015,2010,Benjamin Franklin High School,District,5-Year Graduation Rate,Economically Disadvantaged,Not Economically Disadvantaged,38,20,52.63,52.63
2014-2015,2010,Benjamin Franklin High School,District,5-Year Graduation Rate,ELL,EL,16,8,50,50.0
2014-2015,2010,Benjamin Franklin High School,District,5-Year Graduation Rate,ELL,Non-EL,117,78,66.67,66.67
2014-2015,2010,Benjamin Franklin High School,District,5-Year Graduation Rate,Ethnicity,Black/African American,112,77,68.75,68.75
2014-2015,2010,Benjamin Franklin High School,District,5-Year Graduation Rate,Gender,Female,60,41,68.33,68.33
2014-2015,2010,Benjamin Franklin High School,District,5-Year Graduation Rate,Gender,Male,73,45,61.64,61.64
2014-2015,2010,Benjamin Franklin High School,District,5-Year Graduation Rate,IEP,Does Not Have IEP,96,66,68.75,68.75
2014-2015,2010,Benjamin Franklin High School,District,5-Year Graduation Rate,IEP,Has IEP,37,20,54.05,54.05
2014-2015,2010,Benjamin Franklin High School,District,6-Year Graduation Rate,All Students,All Students,128,87,67.97,67.97
2014-2015,2010,Benjamin Franklin High School,District,6-Year Graduation Rate,Economically Disadvantaged,Economically Disadvantaged,94,67,71.28,71.28
2014-2015,2010,Benjamin Franklin High School,District,6-Year Graduation Rate,Economically Disadvantaged,Not Economically Disadvantaged,34,20,58.82,58.82
2014-2015,2010,Benjamin Franklin High School,District,6-Year Graduation Rate,ELL,EL,16,8,50,50.0
2014-2015,2010,Benjamin Franklin High School,District,6-Year Graduation Rate,ELL,Non-EL,112,79,70.54,70.54
2014-2015,2010,Benjamin Franklin High School,District,6-Year Graduation Rate,Ethnicity,Black/African American,107,77,71.96,71.96
2014-2015,2010,Benjamin Franklin High School,District,6-Year Graduation Rate,Gender,Female,56,41,73.21,73.21
2014-2015,2010,Benjamin Franklin High School,District,6-Year Graduation Rate,Gender,Male,72,46,63.89,63.89
2014-2015,2010,Benjamin Franklin High School,District,6-Year Graduation Rate,IEP,Does Not Have IEP,93,66,70.97,70.97
2014-2015,2010,Benjamin Franklin High School,District,6-Year Graduation Rate,IEP,Has IEP,35,21,60,60.0
2014-2015,2020,High School for Creative and Performing Arts,District,4-Year Graduation Rate,All Students,All Students,151,143,94.7,94.7
2014-2015,2020,High School for Creative and Performing Arts,District,4-Year Graduation Rate,Economically Disadvantaged,Economically Disadvantaged,74,68,91.89,91.89
2014-2015,2020,High School for Creative and Performing Arts,District,4-Year Graduation Rate,Economically Disadvantaged,Not Economically Disadvantaged,77,75,97.4,97.4
2014-2015,2020,High School for Creative and Performing Arts,District,4-Year Graduation Rate,Ethnicity,Black/African American,107,102,95.33,95.33
2014-2015,2020,High School for Creative and Performing Arts,District,4-Year Graduation Rate,Ethnicity,Hispanic/Latino,13,12,92.31,92.31
2014-2015,2020,High School for Creative and Performing Arts,District,4-Year Graduation Rate,Ethnicity,White,22,20,90.91,90.91
2014-2015,2020,High School for Creative and Performing Arts,District,4-Year Graduation Rate,Gender,Female,113,105,92.92,92.92
2014-2015,2020,High School for Creative and Performing Arts,District,4-Year Graduation Rate,Gender,Male,38,38,100,100.0
2014-2015,2020,High School for Creative and Performing Arts,District,4-Year Graduation Rate,IEP,Does Not Have IEP,125,119,95.2,95.2
2014-2015,2020,High School for Creative and Performing Arts,District,4-Year Graduation Rate,IEP,Has IEP,26,24,92.31,92.31
2014-2015,2020,High School for Creative and Performing Arts,District,5-Year Graduation Rate,All Students,All Students,150,143,95.33,95.33
2014-2015,2020,High School for Creative and Performing Arts,District,5-Year Graduation Rate,Economically Disadvantaged,Economically Disadvantaged,73,68,93.15,93.15
2014-2015,2020,High School for Creative and Performing Arts,District,5-Year Graduation Rate,Economically Disadvantaged,Not Economically Disadvantaged,77,75,97.4,97.4
2014-2015,2020,High School for Creative and Performing Arts,District,5-Year Graduation Rate,Ethnicity,Black/African American,106,102,96.23,96.23
2014-2015,2020,High School for Creative and Performing Arts,District,5-Year Graduation Rate,Ethnicity,Hispanic/Latino,13,12,92.31,92.31
2014-2015,2020,High School for Creative and Performing Arts,District,5-Year Graduation Rate,Ethnicity,White,22,20,90.91,90.91
2014-2015,2020,High School for Creative and Performing Arts,District,5-Year Graduation Rate,Gender,Female,112,105,93.75,93.75
2014-2015,2020,High School for Creative and Performing Arts,District,5-Year Graduation Rate,Gender,Male,38,38,100,100.0
2014-2015,2020,High School for Creative and Performing Arts,District,5-Year Graduation Rate,IEP,Does Not Have IEP,125,119,95.2,95.2
2014-2015,2020,High School for Creative and Performing Arts,District,5-Year Graduation Rate,IEP,Has IEP,25,24,96,96.0
2014-2015,2020,High School for Creative and Performing Arts,District,6-Year Graduation Rate,All Students,All Students,149,143,95.97,95.97
2014-2015,2020,High School for Creative and Performing Arts,District,6-Year Graduation Rate,Economically Disadvantaged,Economically Disadvantaged,72,68,94.44,94.44
2014-2015,2020,High School for Creative and Performing Arts,District,6-Year Graduation Rate,Economically Disadvantaged,Not Economically Disadvantaged,77,75,97.4,97.4
2014-2015,2020,High School for Creative and Performing Arts,District,6-Year Graduation Rate,Ethnicity,Black/African American,105,102,97.14,97.14
2014-2015,2020,High School for Creative and Performing Arts,District,6-Year Graduation Rate,Ethnicity,Hispanic/Latino,13,12,92.31,92.31
2014-2015,2020,High School for Creative and Performing Arts,District,6-Year Graduation Rate,Ethnicity,White,22,20,90.91,90.91
2014-2015,2020,High School for Creative and Performing Arts,District,6-Year Graduation Rate,Gender,Female,111,105,94.59,94.59
2014-2015,2020,High School for Creative and Performing Arts,District,6-Year Graduation Rate,Gender,Male,38,38,100,100.0
2014-2015,2020,High School for Creative and Performing Arts,District,6-Year Graduation Rate,IEP,Does Not Have IEP,124,119,95.97,95.97
2014-2015,2020,High School for Creative and Performing Arts,District,6-Year Graduation Rate,IEP,Has IEP,25,24,96,96.0
2014-2015,2140,Julia R. Masterman School,District,4-Year Graduation Rate,All Students,All Students,108,107,99.07,99.07
2014-2015,2140,Julia R. Masterman School,District,4-Year Graduation Rate,Economically Disadvantaged,Economically Disadvantaged,31,31,100,100.0
2014-2015,2140,Julia R. Masterman School,District,4-Year Graduation Rate,Economically Disadvantaged,Not Economically Disadvantaged,77,76,98.7,98.7
2014-2015,2140,Julia R. Masterman School,District,4-Year Graduation Rate,ELL,Non-EL,108,107,99.07,99.07
2014-2015,2140,Julia R. Masterman School,District,4-Year Graduation Rate,Ethnicity,Asian,40,40,100,100.0
2014-2015,2140,Julia R. Masterman School,District,4-Year Graduation Rate,Ethnicity,Black/African American,17,17,100,100.0
2014-2015,2140,Julia R. Masterman School,District,4-Year Graduation Rate,Ethnicity,White,42,42,100,100.0
2014-2015,2140,Julia R. Masterman School,District,4-Year Graduation Rate,Gender,Female,62,62,100,100.0
2014-2015,2140,Julia R. Masterman School,District,4-Year Graduation Rate,Gender,Male,46,45,97.83,97.83
2014-2015,2140,Julia R. Masterman School,District,4-Year Graduation Rate,IEP,Does Not Have IEP,36,35,97.22,97.22
2014-2015,2140,Julia R. Masterman School,District,4-Year Graduation Rate,IEP,Has IEP,72,72,100,100.0
2014-2015,2140,Julia R. Masterman School,District,5-Year Graduation Rate,All Students,All Students,107,107,100,100.0
2014-2015,2140,Julia R. Masterman School,District,5-Year Graduation Rate,Economically Disadvantaged,Economically Disadvantaged,31,31,100,100.0
2014-2015,2140,Julia R. Masterman School,District,5-Year Graduation Rate,Economically Disadvantaged,Not Economically Disadvantaged,76,76,100,100.0
2014-2015,2140,Julia R. Masterman School,District,5-Year Graduation Rate,ELL,Non-EL,107,107,100,100.0
2014-2015,2140,Julia R. Masterman School,District,5-Year Graduation Rate,Ethnicity,Asian,40,40,100,100.0
2014-2015,2140,Julia R. Masterman School,District,5-Year Graduation Rate,Ethnicity,Black/African American,17,17,100,100.0
2014-2015,2140,Julia R. Masterman School,District,5-Year Graduation Rate,Ethnicity,White,42,42,100,100.0
2014-2015,2140,Julia R. Masterman School,District,5-Year Graduation Rate,Gender,Female,62,62,100,100.0
2014-2015,2140,Julia R. Masterman School,District,5-Year Graduation Rate,Gender,Male,45,45,100,100.0
2014-2015,2140,Julia R. Masterman School,District,5-Year Graduation Rate,IEP,Does Not Have IEP,35,35,100,100.0
2014-2015,2140,Julia R. Masterman School,District,5-Year Graduation Rate,IEP,Has IEP,72,72,100,100.0
2014-2015,2140,Julia R. Masterman School,District,6-Year Graduation Rate,All Students,All Students,107,107,100,100.0
2014-2015,2140,Julia R. Masterman School,District,6-Year Graduation Rate,Economically Disadvantaged,Economically Disadvantaged,31,31,100,100.0
2014-2015,2140,Julia R. Masterman School,District,6-Year Graduation Rate,Economically Disadvantaged,Not Economically Disadvantaged,76,76,100,100.0
2014-2015,2140,Julia R. Masterman School,District,6-Year Graduation Rate,ELL,Non-EL,107,107,100,100.0
2014-2015,2140,Julia R. Masterman School,District,6-Year Graduation Rate,Ethnicity,Asian,40,40,100,100.0
2014-2015,2140,Julia R. Masterman School,District,6-Year Graduation Rate,Ethnicity,Black/African American,17,17,100,100.0
2014-2015,2140,Julia R. Masterman School,District,6-Year Graduation Rate,Ethnicity,White,42,42,100,100.0
2014-2015,2140,Julia R. Masterman School,District,6-Year Graduation Rate,Gender,Female,62,62,100,100.0
2014-2015,2140,Julia R. Masterman School,District,6-Year Graduation Rate,Gender,Male,45,45,100,100.0
2014-2015,2140,Julia R. Masterman School,District,6-Year Graduation Rate,IEP,Does Not Have IEP,35,35,100,100.0
2014-2015,2140,Julia R. Masterman School,District,6-Year Graduation Rate,IEP,Has IEP,72,72,100,100.0
2014-2015,2160,Furness High School,District,4-Year Graduation Rate,All Students,All Students,162,123,75.93,75.93
2014-2015,2160,Furness High School,District,4-Year Graduation Rate,Economically Disadvantaged,Economically Disadvantaged,112,86,76.79,76.79
2014-2015,2160,Furness High School,District,4-Year Graduation Rate,Economically Disadvantaged,Not Economically Disadvantaged,50,37,74,74.0
2014-2015,2160,Furness High School,District,4-Year Graduation Rate,ELL,EL,87,68,78.16,78.16
2014-2015,2160,Furness High School,District,4-Year Graduation Rate,ELL,Non-EL,75,55,73.33,73.33
2014-2015,2160,Furness High School,District,4-Year Graduation Rate,Ethnicity,Asian,66,59,89.39,89.39
2014-2015,2160,Furness High School,District,4-Year Graduation Rate,Ethnicity,Black/African American,32,23,71.88,71.88
2014-2015,2160,Furness High School,District,4-Year Graduation Rate,Ethnicity,Hispanic/Latino,44,26,59.09,59.09
2014-2015,2160,Furness High School,District,4-Year Graduation Rate,Gender,Female,70,57,81.43,81.43
2014-2015,2160,Furness High School,District,4-Year Graduation Rate,Gender,Male,92,66,71.74,71.74
2014-2015,2160,Furness High School,District,4-Year Graduation Rate,IEP,Does Not Have IEP,148,113,76.35,76.35
2014-2015,2160,Furness High School,District,4-Year Graduation Rate,IEP,Has IEP,14,10,71.43,71.43
2014-2015,2160,Furness High School,District,5-Year Graduation Rate,All Students,All Students,163,128,78.53,78.53
2014-2015,2160,Furness High School,District,5-Year Graduation Rate,Economically Disadvantaged,Economically Disadvantaged,112,91,81.25,81.25
2014-2015,2160,Furness High School,District,5-Year Graduation Rate,Economically Disadvantaged,Not Economically Disadvantaged,51,37,72.55,72.55
2014-2015,2160,Furness High School,District,5-Year Graduation Rate,ELL,EL,90,70,77.78,77.78
2014-2015,2160,Furness High School,District,5-Year Graduation Rate,ELL,Non-EL,73,58,79.45,79.45
2014-2015,2160,Furness High School,District,5-Year Graduation Rate,Ethnicity,Asian,66,61,92.42,92.42
2014-2015,2160,Furness High School,District,5-Year Graduation Rate,Ethnicity,Black/African American,30,24,80,80.0
2014-2015,2160,Furness High School,District,5-Year Graduation Rate,Ethnicity,Hispanic/Latino,46,27,58.7,58.7
2014-2015,2160,Furness High School,District,5-Year Graduation Rate,Gender,Female,69,58,84.06,84.06
2014-2015,2160,Furness High School,District,5-Year Graduation Rate,Gender,Male,94,70,74.47,74.47
2014-2015,2160,Furness High School,District,5-Year Graduation Rate,IEP,Does Not Have IEP,149,117,78.52,78.52
2014-2015,2160,Furness High School,District,5-Year Graduation Rate,IEP,Has IEP,14,11,78.57,78.57
2014-2015,2160,Furness High School,District,6-Year Graduation Rate,All Students,All Students,160,128,80,80.0
2014-2015,2160,Furness High School,District,6-Year Graduation Rate,Economically Disadvantaged,Economically Disadvantaged,109,91,83.49,83.49
2014-2015,2160,Furness High School,District,6-Year Graduation Rate,Economically Disadvantaged,Not Economically Disadvantaged,51,37,72.55,72.55
2014-2015,2160,Furness High School,District,6-Year Graduation Rate,ELL,EL,90,70,77.78,77.78
2014-2015,2160,Furness High School,District,6-Year Graduation Rate,ELL,Non-EL,70,58,82.86,82.86
2014-2015,2160,Furness High School,District,6-Year Graduation Rate,Ethnicity,Asian,66,61,92.42,92.42
2014-2015,2160,Furness High School,District,6-Year Graduation Rate,Ethnicity,Black/African American,27,24,88.89,88.89
2014-2015,2160,Furness High School,District,6-Year Graduation Rate,Ethnicity,Hispanic/Latino,46,27,58.7,58.7
2014-2015,2160,Furness High School,District,6-Year Graduation Rate,Gender,Female,69,58,84.06,84.06
2014-2015,2160,Furness High School,District,6-Year Graduation Rate,Gender,Male,91,70,76.92,76.92
2014-2015,2160,Furness High School,District,6-Year Graduation Rate,IEP,Does Not Have IEP,147,117,79.59,79.59
2014-2015,2160,Furness High School,District,6-Year Graduation Rate,IEP,Has IEP,13,11,84.62,84.62
2014-2015,2290,Franklin Learning Center,District,4-Year Graduation Rate,All Students,All Students,195,165,84.62,84.62
2014-2015,2290,Franklin Learning Center,District,4-Year Graduation Rate,Economically Disadvantaged,Economically Disadvantaged,129,114,88.37,88.37
2014-2015,2290,Franklin Learning Center,District,4-Year Graduation Rate,Economically Disadvantaged,Not Economically Disadvantaged,66,51,77.27,77.27
2014-2015,2290,Franklin Learning Center,District,4-Year Graduation Rate,ELL,EL,53,32,60.38,60.38
2014-2015,2290,Franklin Learning Center,District,4-Year Graduation Rate,ELL,Non-EL,142,133,93.66,93.66
2014-2015,2290,Franklin Learning Center,District,4-Year Graduation Rate,Ethnicity,Asian,28,25,89.29,89.29
2014-2015,2290,Franklin Learning Center,District,4-Year Graduation Rate,Ethnicity,Black/African American,103,92,89.32,89.32
2014-2015,2290,Franklin Learning Center,District,4-Year Graduation Rate,Ethnicity,Hispanic/Latino,49,37,75.51,75.51
2014-2015,2290,Franklin Learning Center,District,4-Year Graduation Rate,Gender,Female,118,105,88.98,88.98
2014-2015,2290,Franklin Learning Center,District,4-Year Graduation Rate,Gender,Male,77,60,77.92,77.92
2014-2015,2290,Franklin Learning Center,District,4-Year Graduation Rate,IEP,Does Not Have IEP,176,147,83.52,83.52
